"","SiteNo","SiteID.NMBGMR","Easting","Northing","AltVa","OSEWellID","HoleDepth","WellDepth","FormationZone.NMBGMR","DecLongVa","DecLatVa","AgencyCd","AgencyNm"
"514","BC-0302",NA,"376,758","3,892,760","6,993","","","260","",-11839200.65,4187040.04,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"515","SV-0027",NA,"378,082","3,899,902","6,543","RG-75117","425","425","325MDER",-11837700.25,4195833.173,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"516","EB-102",3.53e+14,"402,734","3,934,466","6,196","X","","","112ANCH",-11808005.33,4238751.939,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"517","EB-447",NA,"420,173","3,932,047","6,936","RG-45907","410","410","400EMBD",-11786563.51,4235981.683,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"518","BC-0296",NA,"377,347","3,892,500","6,859","","","","",-11838476.52,4186730.679,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"519","EB-079",NA,"415,520","3,956,360","6,955","RG-60433","700","700","121TSUQsf",-11792559.71,4265951.816,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"520","SD-0096",NA,"379,031","3,871,010","7,510","X","345","345","325MDER",-11836069.42,4160408.279,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"521","EB-132",NA,"400,609","3,936,794","6,174","RG-08223","135","135","112ANCHsr",-11810646.57,4241594.873,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"522","EB-056",NA,"416,060","3,938,460","7,016","RG-54866","395","395","400EMBD",-11791687.14,4243846.438,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"523","BC-0301",NA,"376,787","3,892,720","6,985","","","350","",-11839164.54,4186991.42,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"524","NM-26963",NA,"373,231","3,911,218","6,024","RG-64529","200","200","325MDERU",-11843828.03,4209662.057,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"525","EB-581",NA,"415,048","3,928,456","6,596","RG-80808 X2","600","600","123GLST",-11792813.66,4231495.963,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"526","AR-0028",NA,"219,814","4,073,190","5,413","X","20","20","",-12037962.12,4406139.475,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"527","LC-034",NA,"400,173","3,937,807","6,092","X","6","6","",-11811196.01,4242838.722,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"528","EB-366",NA,"401,829","3,943,023","6,340","Exempt","220","204","112ANCH",-11809232.35,4249299.246,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"529","AR-0106",NA,"242,278","4,091,200","5,825","X","","","",-12010661.52,4429581.82,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"530","NM-26962",NA,"366,867","3,907,405","5,983","RG-60465","320","320","221MRSN[RCAP]",-11851552.13,4204859.931,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"531","SD-0112",NA,"393,072","3,869,900","6,561","X","88","88","325MDER",-11818933.93,4159263.615,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"532","EB-201",3.53e+14,"409,910","3,926,671","6,336","X","200","200","112ANCH/123ESPN",-11799096.94,4229233.939,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"533","BC-0118",NA,"376,563","3,876,330","7,078","","","","",-11839166.28,4166885.131,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"534","EB-367",NA,"405,580","3,948,470","6,537","RG-57541","510","510","121TSUQs",-11804692.9,4256076.389,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"535","WL-0063",NA,"348,311","3,885,183","4,960","X","","","110PTODC",-11873808.08,4177214.014,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"536","PC-086",NA,"372,309","3,907,049","6,151","X","","","318ABO",-11844884.74,4204519.039,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"537","EB-578",NA,"398,152","3,942,717","6,258","RG-37616","320","320","121TSUQs",-11813747.54,4248870.492,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"538","SD-0264",NA,"378,010","3,891,790","6,751","X","174","174","231CHNL/221TDLT/220ENRD",-11837654.59,4185870.115,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"539","BC-0263",NA,"380,721","3,870,160","7,353","E-07047","","260","",-11833995.4,4159394.552,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"540","PC-025",NA,"369,038","3,907,586","5,931","RG-65805","220","220","231PFDFU",-11848897.99,4205121.587,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"541","PC-110",NA,"365,758","3,910,204","5,474","RG-12871 CDS","560","560","112SNTFT",-11852960.62,4208281.613,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"542","EB-168",NA,"406,081","3,951,925","6,668","RG-60138","820","820","121TSUQs",-11804121.64,4260352.012,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"543","SV-0005",NA,"377,593","3,900,379","6,583","RG-77718","280","280","325MDER",-11838306.24,4196411.099,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"544","PC-080",NA,"369,254","3,907,277","6,042","X","100","100","231PFDFL",-11848628.11,4204745.517,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"545","EB-063",NA,"409,955","3,948,070","6,744","RG-32220","340","340","121TSUQs",-11799307.01,4255638.315,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"546","EB-521",NA,"417,925","3,934,912","6,936","RG-18550","375","374","325SAND",-11789355.74,4239490.236,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"547","EB-044",NA,"415,730","3,941,475","7,057","RG-51739","305","305","400EMBD",-11792127.6,4247563.912,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"548","EB-325",NA,"398,586","3,940,948","6,157","RG-65564","300","300","121TSUQs",-11813189.38,4246692.908,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"549","BC-0091",NA,"375,096","3,888,410","6,987","","","","",-11841158.54,4181673.279,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"550","EB-180",NA,"399,582","3,940,723","6,232","RG-39479","360","360","121TSUQs",-11811962.35,4246429.112,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"551","SD-0251",NA,"376,889","3,891,220","6,877","X","75","75","231CHNL",-11839014.97,4185151.855,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"552","BC-0002",NA,"380,541","3,868,940","7,411","E-04316","360","360","",-11834195.37,4157897.723,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"553","EB-284",NA,"413,084","3,949,010","6,890","X","455","455","121TSUQs",-11795469.99,4256838.088,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"554","BC-0033",NA,"383,207","3,890,280","6,851","S-02159","225","225","",-11831280.02,4184100.766,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"555","LC-026",NA,"399,995","3,936,316","6,086","X","8","8","112ANCH",-11811394.15,4240996.697,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"556","BC-0196",NA,"366,796","3,881,820","6,070","RG-73676 POD2","600","600","",-11851178.81,4173445.63,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"557","AH-053",NA,"436,498","4,039,547","6,912","X","","","",-11767480.79,4369522.962,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"558","BC-0269",NA,"374,511","3,888,670","7,084","S-02412","","400","",-11841877.52,4181982.399,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"559","EB-296",3.54e+14,"413,146","3,953,983","7,198","Exempt","930","920","121TSUQsf",-11795453.57,4262984.66,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"560","EB-042",NA,"416,755","3,944,155","7,233","RG-40014","397","397","400EMBD",-11790898.66,4250884.702,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"561","EB-242",3.54e+14,"408,198","3,946,616","6,595","RG-36814 CLW","160","160","121TSUQs",-11801449.44,4253820.08,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"562","EB-217",3.53e+14,"412,755","3,932,722","6,529","RG-18572","300","300","112ANCH/121TSUQa",-11795678.72,4236728.607,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"563","PB-0009",NA,"377,068","3,936,240","5,191","X","50","50","",-11839550.08,4240549.753,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"564","SD-0267",NA,"380,047","3,891,310","6,656","X","110","110","313SADR/231SNRS",-11835157.61,4185314.314,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"565","BC-0232",NA,"380,856","3,886,680","6,846","","","160","",-11834094.74,4179645.75,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"566","EB-605",3.53e+14,"405,006","3,936,039","6,347","Exempt","1,365","1,320","123ESPN",-11805235.94,4240722.494,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"567","EB-343",NA,"410,748","3,934,514","6,484","X","","","112ANCH",-11798164.85,4238914.365,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"568","BC-0330",NA,"378,107","3,884,920","6,678","","","","",-11837423.27,4177441.98,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"569","EB-191",NA,"415,089","3,958,534","6,701","RG-37458","155","155","110ALVM/121TSUQs",-11793115.93,4268635.245,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"570","BC-0243",NA,"368,376","3,881,530","6,077","","","","",-11849245.18,4173118.29,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"571","BC-0076",NA,"374,918","3,888,580","7,009","S-01769","285","285","",-11841378.83,4181878.864,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"572","BC-0027",NA,"377,160","3,888,990","7,126","S-02676 POD1","","790","",-11838646.92,4182419.572,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"573","AR-0006",NA,"228,880","4,078,170","5,538","SJ-03793","","","",-12026867.96,4412737.094,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"574","EB-091",NA,"410,225","3,956,040","6,983","RG-52068","1,040","1,040","121TSUQs",-11799074.09,4265491.807,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"575","EB-356",NA,"409,367","3,939,823","6,555","RG-38073 X6","1,500","1,020","121TSUQs",-11799926.97,4245447.713,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"576","EB-642",NA,"393,253","3,947,208","6,726","RG-14458","1,207","1,195","121TSUQsf",-11819834.9,4254345.251,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"577","BC-0183",NA,"379,249","3,885,280","7,011","S-01465","520","520","",-11836034.66,4177902.275,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"578","EB-275",NA,"411,717","3,957,024","6,810","RG-78218","1,000","1,000","121TSUQs",-11797249.52,4266727.069,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"579","BC-0313",NA,"379,830","3,872,880","7,582","","","","",-11835125.32,4162711.697,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"580","TO-0444",NA,"395,458","3,881,270","6,450","","","143","112QTBF",-11816184.21,4173230.814,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"581","EB-393",NA,"404,230","3,930,029","6,243","RG-27783","181","181","112ANCH/123ESPN",-11806109.93,4233300.409,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"582","SD-0322",NA,"366,010","3,907,930","5,772","X","322","322","112SNTF",-11852610.66,4205489.825,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"583","EB-452",NA,"414,350","3,928,701","6,546","X","","","123ESPN",-11793673.13,4231789.773,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"584","EB-232",3.54e+14,"412,512","3,941,509","6,817","RG-44863 X","600","600","121TSUQsa",-11796082.9,4247567.596,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"585","EB-297",3.54e+14,"413,146","3,953,983","7,198","Exempt","930","665","121TSUQs",-11795453.57,4262984.66,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"586","EB-116",NA,"405,163","3,939,771","6,340","RG-21778","320","320","121TSUQs",-11805091.85,4245329.565,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"587","BC-0258",NA,"366,921","3,881,480","5,947","RG-74114","","285","",-11851020.16,4173031.016,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"588","BC-0168",NA,"378,969","3,884,870","6,805","S-01484","440","440","",-11836369.9,4177394.794,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"589","EB-385",3.53e+14,"404,306","3,936,263","6,300","RG-03824 XS","802","760","112ANCH/121TSUQe",-11806098.62,4240989.615,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"590","PB-0027",NA,"378,161","3,937,643","5,209","X","155","155","",-11838231.36,4242298.999,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"591","BW-0776",NA,"350,135","4,054,310","7,223","","","802","220JURC",-11875120.42,4386626.053,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"592","EB-169",NA,"402,516","3,948,110","6,435","RG-71098","402","370","121TSUQs",-11808456.46,4255590.813,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"593","EB-673",NA,"407,049","3,942,472","6,461","RG-86828","800","800","121TSUQs",-11802809.12,4248688.134,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"594","TO-0390",NA,"385,130","3,870,540","7,120","","","30","325MDER",-11828626.11,4159929.206,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"595","BC-0072",NA,"381,263","3,890,240","6,708","S-02066","","","",-11833654.6,4184020.674,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"596","EB-669",NA,"420,867","3,934,850","7,203","RG-88765","600","600","400EMBD",-11785741.95,4239446.512,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"597","SD-0252",NA,"376,459","3,890,770","6,954","X","160","160","231CHNL",-11839532.9,4184592.352,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"598","EB-437",NA,"414,621","3,934,841","6,717","RG-78610","420","420","121TSUQae",-11793412.54,4239364.438,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"599","EB-660",NA,"407,763","3,939,516","6,480","RG-86222","1,320","710","121TSUQs",-11801893.95,4245048.516,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"600","TO-0449",NA,"401,215","3,886,270","6,359","","","180","112QTBF",-11809222.96,4179442.634,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"601","PC-114",NA,"368,233","3,911,363","5,655","RG-68743","340","340","112SNTFP",-11849951.01,4209752.123,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"602","BC-0282",NA,"368,401","3,881,850","6,171","","","","",-11849220.32,4173511.076,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"603","AR-0173",NA,"239,035","4,088,019","5,797","SJ-03324","43","43","",-12014587.96,4425470.205,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"604","EB-615",NA,"406,339","3,950,675","6,682","RG-82184","900","900","121TSUQs",-11803787.98,4258810.664,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"605","TO-0393",NA,"391,651","3,874,740","6,600","","","48","112QTBF",-11820736.49,4165172.034,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"606","SV-0074",NA,"377,969","3,899,311","6,613","RG-88595","400","400","325MDER",-11837828.7,4195105.228,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"607","EB-052",NA,"418,154","3,941,428","7,360","RG-36929","500","500","400EMBD",-11789147.96,4247533.785,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"608","BC-0032",NA,"383,192","3,890,480","6,869","S-01931","220","210","",-11831301.5,4184345.997,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"609","SD-0131",NA,"374,537","3,886,860","6,782","X","132","132","231CHNL",-11841815.18,4179762.096,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"610","SV-0095",NA,"379,510","3,901,364","6,391","RG-74082","180","180","310ABO",-11835977.53,4197653.061,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"611","PP-023",NA,"435,697","4,004,649","7,389","RG-65082","105","105","123PICSu",-11768155.52,4326038.334,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"612","SV-0054",NA,"377,943","3,898,868","6,642","RG-95384","420","420","325MDER",-11837853.18,4194560.582,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"613","EB-309",NA,"399,896","3,939,990","6,234","RG-23683 X2","300","300","121TSUQs",-11811566.39,4245528.781,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"614","EB-093",NA,"412,794","3,955,412","7,133","RG-46692","650","650","121TSUQs",-11795904.07,4264747.034,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"615","TO-0456",NA,"404,453","3,880,270","6,259","","","238","112QTBF",-11805190.98,4172126.004,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"616","BC-0212",NA,"372,411","3,883,690","6,699","","","39","",-11844357.26,4175837.468,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"617","BC-0103",NA,"385,334","3,875,020","7,059","E-04672","180","180","",-11828446.1,4165420.385,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"618","AR-0073",NA,"235,546","4,084,255","5,682","X","","","",-12018795.62,4420618.97,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"619","BC-0283",NA,"382,756","3,889,810","6,803","","","160","",-11831823.64,4183516.79,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"620","BC-0173",NA,"379,446","3,885,430","6,966","","","","",-11835796.53,4178089.482,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"621","BC-0142",NA,"358,285","3,895,800","5,407","RG-61095","","720","",-11861833.58,4190440.466,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"622","EB-221",3.53e+14,"404,187","3,937,969","6,234","RG-22251 X7","220","220","112ANCH/121TSUQs",-11806267.28,4243092.924,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"623","BC-0200",NA,"384,931","3,872,160","7,257","","","600","",-11828893.64,4161910.336,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"624","BW-0860",NA,"268,270","3,885,040","6,158","","","160","110AVMB",-11971488.37,4174967.347,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
