PointID,SiteID,Easting,Northing,Altitude,OSEWellID,HoleDepth,WellDepth,FormationZone,ObjectID,x,y
PP-054,,433717,4002009,7560,RG-48753,122,122,122TSUQdx/123PICSu,1643,-105.7369353,36.16056888
QY-0983,,655648,3876760,4140,,46,46,110AVMB,1644,-103.2939486,35.0215289
SA-0107,3.3315E+14,251697,3713317,6595.69,RG-77853,115,115,112QTBFppm,1645,-107.6737907,33.53063642
BC-0041,,378414,3890630,6826,S-01225,260,260,,1646,-106.3348548,35.15123909
MI-0035,,547032,3900759,4616.87,,,35,231SNRS,1647,-104.4830323,35.24882324
TB-0095,,433843,3709243,7252.56,H-03618,130,130,180TKSCC_Upper,1648,-105.7124157,33.52072032
QY-0216,,611751,3891410,4090,,65,65,220ENRD,1649,-103.7730106,35.1594124
SO-0217,,322994,3732623,4495.48,X,47,18,110ALVM,1650,-106.9103338,33.71886667
SD-0032,,394027,3856410,6369.69,X,65,65,325MDER,1651,-106.1591203,34.84449278
WS-010,3.24648E+14,390006,3627428,3993.5,?,34,34,110AVMB,1652,-106.1745259,32.77927842
BW-0118,,393157,3700660,4455,,,,110ALVM,1653,-106.1494543,33.44002575
BW-0673,,516830,3807910,5241.36,,,1065,310YESO,1654,-104.8168739,34.41250655
QY-0421,,669298,3901140,4000,,296,296,231SNRS,1655,-103.1394048,35.23905841
EB-388,,403442,3937136,6214.53,Exempt,,91,112ANCH,1656,-106.0656253,35.57322224
NM-26729,3.65409E+14,444084,4084234,7677,RG-01441 S5,,,110AVMB,1657,-105.6276441,36.90244858
QY-0855,,589488,3867110,4610,,242,242,231CHNL,1658,-104.0200379,34.94255165
BW-0877,,640511,3996860,4740.64,,,35,110AVMB,1659,-103.4389498,36.10624354
AR-0112,,243470,4091200,5839.02,X,,,,1660,-107.8802403,36.93195984
BW-0843,,405505,3662480,4537.05,,,440,112ANCH,1661,-106.0126484,33.09685683
EB-390,,404686,3933111,6302.83,RG-50386,500,500,112ANCH,1662,-106.0514246,35.53705707
SM-0233,,454401,3638217,6599.27,PN-00545,80,80,300YESO,1663,-105.4874839,32.88115843
SD-0097,,379245,3871480,7533.26,X,315,315,325MDER,1664,-106.322945,34.97870333
BW-0312,,409534,3640540,4315.76,,,190,110ALVM,1665,-105.9673161,32.89932125
QY-0849,,581724,3867210,5060,,59,59,220ENRD,1666,-104.105041,34.94410937
SM-0031,,421525,3645073,6737.27,T-03117,680,680,325GBLR,1667,-105.8395012,32.94113288
QY-0630,,600570,3837320,4690,,53,53,121OGLL,1668,-103.9022666,34.67292361
BW-0473,,391010,3541620,4094.4,,,825,110ALVM,1669,-106.1539219,32.00544156
EB-230,3.53636E+14,415704,3941123,7020.73,RG-19654,500,500,400EMBD,1670,-105.9307348,35.61028675
QY-0353,,663372,3891200,4140,,122,122,231CHNL,1671,-103.206474,35.15045555
JM-037,,309033,3658022,4772.74,X,,,,1672,-107.045116,33.04398996
SO-0274,,328580,3763955,4567.82,X,6,6,,1673,-106.8561784,34.00222328
NM-07225,3.23022E+14,574230,3597710,3284,X,11629,2500,313CPTN,1674,-104.2097034,32.51421991
QY-0576,,604120,3835610,4660,,188,188,121OGLL,1675,-103.8637347,34.65715091
QU-156,,447215,4065640,7677.35,RG-37097,200,200,,1676,-105.5912111,36.73501854
CX-0061,,573633,4030250,6420,,,127,121OGLL ,1677,-104.1787114,36.41461914
WL-0109,,206430,3801243,7428,,360,354,,1678,-108.1900366,34.31094731
UC-0030,,672625,4024245,4712.69,X,220,220,210MCDK,1679,-103.0762951,36.3478184
EB-240,3.53918E+14,406983,3946736,6591.72,RG-24041,600,600,121TSUQs,1680,-106.0276591,35.66010599
BW-0327,,411164,3644130,4445,,,210,110ALVM,1681,-105.9502354,32.931834
TV-240,,443993,4027861,6806.82,RG-72518,200,200,120SRVB/112LAMAb,1682,-105.6245485,36.39427302
QY-0247,,609568,3890180,4150,,378,378,220ENRD,1683,-103.7971379,35.14856404
QY-0953,,609569,3874990,4190,,26,26,110AVMB,1684,-103.7991356,35.01162101
MI-0291,,462219,3965258,7504.54,,,84,110AVMB,1685,-105.4183112,35.83076345
CX-0163,,518507,4022260,6220,,,15,110ALVM,1686,-104.793765,36.34523276
BW-0079,,425244,3724500,5660,,,,110ALVM,1687,-105.8062848,33.65775039
QY-0122,,659880,3888560,4010,,24,24,231CHNL,1688,-103.2453047,35.12722258
QY-0761,,600200,3852530,4920,,118,118,121OGLL,1689,-103.9044957,34.81009595
MI-0167,,581995,3932574,4325.9,,,20,110AVMB,1690,-104.0955542,35.53340722
QY-0784,,626067,3856000,4840,,200,200,121OGLL,1691,-103.6212285,34.83850404
JM-002,,318396,3644997,4499.32,LRG-07301,200,200,,1692,-106.9423227,32.92817034
NM-01326,3.51929E+14,370676,3909988,5814,RG-67194,185,185,,1693,-106.4228295,35.32477245
BC-0101,,377242,3892250,6853,S-00131 POD2,280,280,,1694,-106.3479595,35.16570049
QY-0312,,636303,3892090,3920,,107,107,231CHNL,1695,-103.5033977,35.16251239
TV-164,,439960,4025718,6686.97,RG-67818,100,100,120SRVBf,1696,-105.6693526,36.3747108
TC-216,,423767,4073057,7726.69,RG-85494,540,540,,1697,-105.854552,36.80027953
QY-0238,,613793,3896310,3990,,62,62,231CHNL,1698,-103.7499183,35.20335688
EB-034,,419740,3936689,7229.22,RG-44619,400,400,400EMBD,1699,-105.8857371,35.57064806
QY-0563,,589729,3835660,4910,,137,137,121OGLL,1700,-104.0207584,34.65896412
QY-0537,,661158,3954300,4460,,230,230,121OGLL,1701,-103.2182813,35.71949856
EB-351,,412716,3940083,6792.54,X,230,230,121TSUQ,1702,-105.9636092,35.60065155
BC-0325,,378869,3885710,6849,,,360,,1703,-106.3291397,35.10694112
ED-0295,,573969,3571870,3190,,,120,110ALVM,1704,-104.2145028,32.28115034
BW-0397,,410065,3631240,4162,,,243,110ALVM,1705,-105.9607344,32.81548544
AR-0114,,243169,4091580,5859.02,SJ-03778,60,60,,1706,-107.8837449,36.93529904
MI-0124,,609333,3920995,4128.36,,,42,211DKOT/217PRGR,1707,-103.7956095,35.42638756
QY-0320,,632464,3896990,4030,,,,231CHNL,1708,-103.5447504,35.20719558
SD-0098,,377428,3871830,7539.06,X,210,210,325MDER,1709,-106.3428979,34.98164009
BW-0019,,359203,3586820,4441.67,,,1897,110ALVM,1710,-106.4972504,32.40956593
AS-039,,449990,4042370,7815.36,RG-81280,145,145,,1711,-105.5586159,36.52540002
EB-092,,409900,3955470,6879.11,RG-51363,920,920,121TSUQsf,1712,-105.9964158,35.73911396
BW-0882,,289533,3666940,4312.52,,,15,110AVMB,1713,-107.255864,33.12077298
QY-0321,,630750,3897630,4000,,140,140,231CHNL,1714,-103.5634736,35.21318955
BW-0147,,413876,3692480,5486,,,300,110ALVM,1715,-105.9257995,33.36811919
AH-005,,438542,4043832,6874.52,RG-37138,500,500,,1716,-105.6865977,36.53791181
TC-232,,433672,4095908,7590.95,X,350,350,,1717,-105.7455313,37.00700011
SV-0082,,377394,3898813,6940.84,RG-75532,600,600,325MDER,1718,-106.3472675,35.22488222
PC-093,,364280,3911061,5327,RG-49802 S2,700,700,112SNTFA,1719,-106.4933552,35.33359587
BW-0153,,395406,3671500,4250,,,1000,110ALVM,1720,-106.12189,33.17727717
TB-0050,,434587,3709385,7268.19,X,,,180TKSCC_Upper,1721,-105.7044149,33.52204683
EB-336,3.53824E+14,403199,3944575,6357.89,Exempt,2000,1900,121TSUQs,1722,-106.0691986,35.64026082
AR-0020,,229016,4079450,5620.87,SJ-01310,80,67,,1723,-108.0381263,36.82214314
QU-120,,443600,4070643,7512.52,RG-36980,113,113,,1724,-105.6320675,36.77990883
QY-0398,,653083,3902120,4100,,380,380,231SNRS,1725,-103.317355,35.25049942
BW-0762,,622145,4092310,5285.85,,,302,231DCKM,1726,-103.6278187,36.9689777
QY-0222,,613483,3891420,4150,,78,78,220ENRD,1727,-103.7539962,35.15930848
QY-0992,,651696,3878660,4140,,65,65,110AVMB,1728,-103.3369032,35.03925587
UC-0078,3.55602E+14,670373,3978421,4418.72,X,287,287,221MRSN,1729,-103.1113055,35.93530908
SD-0302,,395267,3892460,6625.99,X,180,180,050QUAL,1730,-106.1501003,35.16963427
SO-0273,,328651,3763918,4569.14,X,2,2,,1731,-106.8554027,34.00190135
SD-0265,,379445,3891790,6701.79,X,150,150,231CHNL,1732,-106.3237079,35.16182042
DA-0165,,339296,3526950,4110,,,,,1733,-106.6988261,31.86698862
EB-260,3.55006E+14,394928,3966358,5467.04,Exempt,304,300,121CHMTv,1734,-106.1633908,35.83577777
MG-019,,290622,3777660,6635.08,RG-33186,201,201,,1735,-107.2702304,34.11884296
SD-0073,,395978,3863740,6455.53,X,,,325MDER,1736,-106.1386956,34.91078036
SD-0277,,380802,3890140,6784.52,X,340,340,231CHNL,1737,-106.3085733,35.14710778
EB-419,,412511,3932877,6549.67,RG-47393,300,300,121TSUQae,1738,-105.9650927,35.5356691
QY-0688,,589696,3847280,5020,,100,100,121OGLL,1739,-104.0198832,34.76373933
JM-012,,314718,3647895,4577.66,LRG-14149,285,220,,1740,-106.982223,32.95367852
SD-0116,,366125,3885010,6416.11,X,41,41,110ALVM,1741,-106.4688232,35.09901755
MI-0072,,445348,3922201,6712.06,,,125,325MDER,1742,-105.6021755,35.44176669
MI-0272,,471873,3959073,7203.81,,,25,326MGDL,1743,-105.3112086,35.7753233
BW-0162,,401453,3667780,4425,,,243,110ALVM,1744,-106.056637,33.14429548
SA-0074,3.40547E+14,243597,3776398,7139.13,RG-43530,380,380,123DTILSPRS,1745,-107.7792571,34.09699618
TO-0083,,401297,3830110,6160,,,115,112QTBF,1746,-106.0765367,34.6080972
SD-0240,,376777,3892610,6973.68,X,240,240,300YESO,1747,-106.3531179,35.16888885
MG-010,,294087,3777164,6599.86,RG-65536,400,400,,1748,-107.2325682,34.11506168
SO-0009,,351196,3797140,6063.57,,,265,410PRCG,1749,-106.6170731,34.30484076
EB-468,,401326,3927799,6203.27,RG-29082,505,500,120IRSV,1750,-106.0878369,35.48884033
EB-342,,403560,3924863,6066.62,RG-46244,60,60,112ANCH,1751,-106.0628636,35.46259128
TO-0366,,406526,3867090,6175,,,,112QTBF,1752,-106.0236233,34.94201128
TO-0218,,403178,3849360,6120.31,,,450,112QTBF,1753,-106.0582314,34.78184134
DA-0101,,283219,3567840,4230,,,,,1754,-107.3004732,32.22629349
TB-0129,,404790,3705348,5231.82,T-00273,65,65,180TKSCC_Upper,1755,-106.0248194,33.48340017
BW-0190,,403664,3661480,4467.32,,,303,110ALVM,1756,-106.032269,33.08767623
TB-0303,,403502,3667974,4490.84,X,,,,1757,-106.0346911,33.14622952
QY-0808,,635203,3856330,4720,,145,145,121OGLL,1758,-103.5212843,34.84030543
TC-212,,428405,4078218,7714.77,RG-45204,422,422,,1759,-105.8030526,36.84716199
QY-0935,,582189,3877210,4470,,103,103,231CHNL,1760,-104.0989618,35.03423517
SD-0190,,379517,3885850,6904.06,X,,,325MDER,1761,-106.3220515,35.10828094
EB-332,,399720,3935678,6089.35,RG-74595,160,160,112ANCH,1762,-106.1065139,35.55970842
HS-083,,289786,3667757,4240.9,X,125,125,,1763,-107.2533423,33.12818582
TO-0434,,470754,3873710,6063.16,,,150,231DCKM,1764,-105.3205292,35.00559659
PB-0004,,378459,3937592,5216,X,,,,1765,-106.341346,35.57458049
QY-0811,,631582,3855050,4770,,194,194,121OGLL,1766,-103.5610771,34.82924139
QY-0602,,606033,3834530,4630,,,,121OGLL,1767,-103.842997,34.64721718
QY-0619,,601113,3838140,4700,,80,80,121OGLL,1768,-103.8962425,34.68026342
ED-0046,,545603,3613880,3538.16,,,200,110ALVM,1769,-104.5136876,32.66162925
QY-0403,,656057,3898370,4140,,42,42,110ALVM/231CHNL,1770,-103.2853899,35.21624162
MI-0175,,438453,3938117,7013.67,,,52,326MGDL,1771,-105.6793492,35.58486324
ED-0131,,573858,3590480,3115,,,269,313CLBD,1772,-104.2142306,32.44902813
BW-0133,,411406,3693440,5380,,,50,110ALVM,1773,-105.952442,33.37657621
BC-0178,,379113,3885430,6952,S-01596,,475,,1774,-106.3264221,35.10444628
SO-0226,,322805,3732975,4498.66,X,27,20,,1775,-106.9124429,33.72200813
WL-0101,,618459,3559120,3468,C-2573,639,639,313GDLP/312OCHO,1776,-103.7437076,32.16233196
ED-0280,,578754,3578280,3085,,,186,110ALVM,1777,-104.163162,32.33864488
BC-0239,,379331,3885660,6859.3,S-02382,460,460,,1778,-106.3240643,35.10654585
BC-0098,3.5093E+14,376810,3891430,6877,S-02614,180,180,231CHNL,1779,-106.3525795,35.15825558
SA-0052,3.35151E+14,224895,3751056,6853.94,RG-61145,110,110,112QTBF,1780,-107.973777,33.86399603
TO-0239,,407842,3841610,6087.4,,,26,112QTBF,1781,-106.0064151,34.71239651
DA-0067,,343276,3586380,4530,,,,112SNTF,1782,-106.6664874,32.40347244
QY-0271,,618901,3892750,4020,,100,100,110ALVM/231CHNL,1783,-103.6943298,35.17067187
CX-0091,,588801,4015480,6010,,,225,121OGLL ,1784,-104.0112342,36.28019794
EB-641,,394978,3956163,6637.46,RG-14073,1100,1090,121TSUQs,1785,-106.1614991,35.7438813
QY-0376,,636958,3905960,4020,,60,60,110AVMB,1786,-103.4938991,35.28744736
SO-0168,,328946,3755366,4553.67,X,50,50,110ALVM,1787,-106.8505392,33.9248596
MI-0039,,553932,3906305,4439.83,,,25,231SNRS,1788,-104.4068261,35.29848128
SD-0160,,373424,3883310,6403.7,X,117,117,310ABO,1789,-106.3885037,35.08463628
EB-075,,417230,3954370,7252,RG-38475 X,560,560,123ESPN,1790,-105.9152503,35.72984125
AH-014,,439682,4043794,6794.61,RG-57765,288,288,,1791,-105.6738599,36.53764189
MI-0092,,481447,3923192,6473.25,,,,231CHNL,1792,-105.2044571,35.45203086
SD-0106,,386652,3875350,6934.81,X,428,428,325MDER,1793,-106.2423421,35.01444957
QY-0285,,618498,3891100,4100,,97,97,231CHNL,1794,-103.6989912,35.15584495
SM-0029,,421203,3650539,6090.38,T-02470,130,130,320HLDR,1795,-105.8434139,32.99041001
SO-0250,,314798,3728409,4476.65,X,55,18,,1796,-106.9978628,33.6794827
QY-0880,,609824,3866670,4280,,37,37,110AVMB,1797,-103.7974383,34.93658447
ED-0112,,571464,3591240,3140,,,,313CLBD,1798,-104.2396409,32.45603995
TB-0234,,429270,3717412,6162.11,X,,,120TSBV_Lower,1799,-105.7623029,33.59410165
EB-406,,405045,3941905,6384.54,RG-32178,595,595,121TSUQs,1800,-106.0484978,35.61637004
TO-0054,,459628,3812030,6410,,,300,310YESO,1801,-105.4395073,34.44900903
QU-103,,449374,4068240,8267.34,RG-46514,,,,1802,-105.5672035,36.75857358
LC-029,,400290,3935932,6139.39,X,,,112ANCH,1803,-106.1002568,35.56205577
TB-0245,,404308,3677264,4690.36,T-04460 X1,1010,1000,260SNAN,1804,-106.0270275,33.2300843
SO-0219,,322035,3733382,4484.47,X,50,20,110ALVM,1805,-106.9208311,33.72554798
TV-108,,438929,4024831,6729.61,RG-68034,185,185,112LAMAb,1806,-105.680776,36.36664977
SO-0181,,328803,3755363,4551.47,X,51,20,,1807,-106.8520849,33.9248093
MI-0166,,578690,3929075,4353.65,,,25,231SNRS,1808,-104.1323461,35.5021294
SD-0281,,381543,3889770,6792.82,X,250,250,310ABO,1809,-106.3003873,35.14385984
EB-039,,417724,3942955,7328.3,RG-49162,400,400,400EMBD,1810,-105.908621,35.62697313
EB-691,,400249,3937717,6113.37,RG-92758,180,180,112ANCH/120IRSV,1811,-106.1009293,35.57814328
BW-0367,,409246,3631000,429.26,,,243,110ALVM,1812,-105.9694588,32.81325336
ED-0365,,555584,3545720,3720,,,22,110ALVM,1813,-104.4112492,32.04631201
ED-0132,,573459,3590070,3110,,,268,313CLBD,1814,-104.2185071,32.44535621
QY-0598,,601670,3833990,4700,,69,69,121OGLL,1815,-103.890662,34.64279077
QY-0600,,601647,3833300,4700,,,,121OGLL,1816,-103.8909958,34.63657182
TB-0217,,422708,3721336,5641.53,X,,,210GLUPC_Lower,1817,-105.8333592,33.62903449
QY-0331,,640993,3890240,3980,,78,78,231CHNL,1818,-103.4522337,35.14518962
TB-0081,,403959,3639956,4204.52,X,,,112QTBF,1819,-106.0268579,32.89357877
SO-0139,,327005,3763812,4570.95,X,20,20,,1820,-106.8731966,34.00067578
SD-0243,,375725,3891700,7117.63,X,320,320,300YESO,1821,-106.36453,35.16055596
QY-0887,,619906,3864360,4440,,60,60,231CHNL,1822,-103.6873969,34.9146166
ED-0313,,588093,3573260,3020,,,,110ALVM,1823,-104.0644014,32.29266646
BC-0151,,379387,3891400,6673,S-00063 POD2,290,290,,1824,-106.3242876,35.15829769
EB-205,3.53108E+14,402747,3931093,6221.53,X,96,96,112ANCH,1825,-106.0725684,35.5186763
TB-0218,,419832,3720304,5581.87,X,,,180TKSCC_Upper,1826,-105.8642718,33.61951463
DA-0084,,332929,3578220,3945,,,360,112SNTF,1827,-106.7750262,32.32839153
PC-058,,373688,3911755,6041,RG-67542,300,300,325MDERU,1828,-106.389973,35.34108609
BW-0856,,391010,3541620,4097.11,,,824,112ANCH,1829,-106.1539219,32.00544156
UC-0069,3.61329E+14,626083,4009844,5556.91,X,180,180,221MRSN,1830,-103.5971132,36.22524929
QY-0069,,621361,3883080,4080,,112,112,231CHNL,1831,-103.668742,35.08320449
BW-0831,,292254,3617550,4072.32,,,74,112ANCH,1832,-107.2156014,32.67610953
SO-0074,,314336,3817380,5394,,,,110ALVM,1833,-107.0218192,34.48131757
BC-0107,,385221,3873340,7158,E-09352,780,780,,1834,-106.2577456,34.99616736
TC-310,,444010,4084941,7574.67,RG-01441 S7,,,,1835,-105.628527,36.90881711
SA-0067,3.35426E+14,162994,3757850,6654.27,X,150,150,050QUAL,1836,-108.6444272,33.90720142
QY-0447,,658543,3917410,3680,,93,93,231SNRS,1837,-103.2544044,35.38745557
PC-014,,369635,3909218,5745.5,RG-62652,420,420,210HOSTD,1838,-106.4341568,35.31769626
QY-0004,,587653,3885550,4280,,140,140,231CHNL,1839,-104.0381847,35.10896957
BW-0014,,363978,3594530,4225,,,860,110ALVM,1840,-106.4475983,32.47969
SO-0183,,328803,3755364,4551.49,X,92,92,,1841,-106.8520851,33.92481831
BW-0841,,392037,3707510,4549.01,,,100,112ANCH,1842,-106.1623259,33.50168567
QY-0164,,608017,3889770,4170,,260,260,220ENRD,1843,-103.8142156,35.1450356
QY-0930,,585078,3872090,4650,,88,88,210CRCS,1844,-104.0678169,34.98783277
EB-469,,415956,3943472,7106.96,RG-81214,600,600,400EMBD,1845,-105.9281975,35.63148521
QY-0513,,671711,3941710,4190,,103,103,121OGLL,1846,-103.1043496,35.60426016
BW-0895,,557776,3677420,3484.92,,,,110AVMB,1847,-104.379889,33.23418538
CX-0164,,516820,4022230,6285,,,,,1848,-104.8125658,36.34499326
EB-080,,415431,3954452,7195.6,RG-49683,600,600,121TSUQsf,1849,-105.9351493,35.73042754
DA-0088,,335308,3577390,4080,,,682,112SNTF,1850,-106.7496172,32.32126029
SA-0032,3.40328E+14,236585,3772240,7250.71,RG-84224,432,432,123DTILSPRS,1851,-107.8539235,34.05780022
UC-0091,3.65448E+14,613740,4086078,5565.26,X,110,110,220ENRD,1852,-103.7231569,36.91386683
BC-0302,,376758,3892760,6993,,,260,,1853,-106.3533489,35.17023872
HS-040,,286986,3666394,4234.87,X,,,,1854,-107.2830175,33.11535476
BW-0078,,427279,3726080,5740,,,110,110ALVM,1855,-105.7844676,33.67214093
MI-0127,,463804,3932900,6975.11,,,21,321SGDC,1856,-105.3993064,35.53907708
QY-0410,,665100,3901290,4000,,300,300,231CHNL/231SNRS,1857,-103.1854904,35.24111065
QY-0550,,588408,3838140,4950,,200,200,121OGLL,1858,-104.0349139,34.68144035
SV-0027,,378082,3899902,6543.35,RG-75117,425,425,325MDER,1859,-106.3398706,35.23478305
MI-0179,,464726,3936728,6791.55,,,50,,1860,-105.3893024,35.57362512
SA-0236,,272840,3771756,7027,RG-78093,,,,1861,-107.4613438,34.06193106
ED-0150,,581765,3594150,3150,,,,110ALVM,1862,-104.1297972,32.48157898
TO-0036,,375110,3815060,6192.63,,,96,310YESO,1863,-106.3598788,34.46955872
TO-0028,,447266,3804200,6290,,,220,310YESO,1864,-105.573595,34.3778414
EB-102,3.53257E+14,402734,3934466,6195.57,X,,,112ANCH,1865,-106.0731167,35.54908282
BW-0005,,365820,3610240,4135,,,749,110ALVM,1866,-106.4302459,32.62159001
EB-447,,420173,3932047,6935.56,RG-45907,410,410,400EMBD,1867,-105.8805015,35.52883287
HS-002,,287091,3666245,4234.17,X,24,24,111ALVM,1868,-107.2818582,33.11403243
HS-067,,289847,3667738,4242.89,X,,,,1869,-107.2526844,33.12802639
BW-0319,,411783,3645800,4575,,,240,,1870,-105.943775,32.94694629
MG-033,,297899,3779596,6344.88,RG-50907 CLW,760,760,,1871,-107.1918302,34.13772336
SO-0247,,314576,3728660,4473.72,X,50,20,,1872,-107.0003087,33.68170645
TO-0379,,424876,3859960,6331.28,,,300,310YESO,1873,-105.8220559,34.87924958
SO-0185,,328808,3755361,4550.24,X,50,50,,1874,-106.8520305,33.92479208
BW-0901,,540553,3580430,4145.73,,,,110AVMB,1875,-104.568983,32.36007968
BW-0360,,408839,3631410,4144,,,231,110ALVM,1876,-105.9738462,32.81691755
BC-0296,,377347,3892500,6859,,,,,1877,-106.346844,35.16796699
SA-0213,,253065,3726820,6525.53,RG-59414,90,90,112QTBFpd,1878,-107.6628116,33.65261233
EB-079,,415520,3956360,6955.21,RG-60433,700,700,121TSUQsf,1879,-105.9343662,35.74763607
BW-0038,,364271,3585680,4053.28,,,1003,110ALVM,1880,-106.4432085,32.39991375
BW-0129,,414529,3695480,5805,,,76,,1881,-105.9190655,33.39522732
CP-0020,,662917,3763206,4195.54,X,,,,1882,-103.2360132,33.9968262
MI-0261,,569150,3951173,4708.36,,,50,231CHNL,1883,-104.2356362,35.70206984
SD-0096,,379031,3871010,7509.64,X,345,345,325MDER,1884,-106.3252207,34.97444069
DA-0183,,325788,3586560,3928,,,,050QUAL,1885,-106.8523945,32.40249982
BW-0383,,410696,3635460,4337.39,,,,110ALVM,1886,-105.9544018,32.8535987
TO-0295,,402131,3853200,6165,,,161,112QTBF,1887,-106.0701202,34.81636341
QY-0810,,634532,3854900,4730,,243,243,121OGLL,1888,-103.5288503,34.82750338
BW-0373,,409645,3629780,4115,,,307,110ALVM,1889,-105.9650782,32.80228265
TB-0222,,424022,3713570,6789.67,X,,,120TSBV_Upper,1890,-105.8185313,33.55909075
QY-0668,,586832,3840660,5010,,145,145,121OGLL,1891,-104.0518569,34.70429733
EB-132,,400609,3936794,6173.97,RG-08223,135,135,112ANCHsr,1892,-106.0968433,35.56985872
BW-0737,,589962,3546160,2942.52,,,,312CSTL,1893,-104.0471023,32.04806722
NM-26755,3.65705E+14,444024,4089507,7613.82,RG-01450,,430,110AVMB,1894,-105.6287077,36.94997584
EB-056,,416060,3938460,7016.26,RG-54866,395,395,400EMBD,1895,-105.9265279,35.58630912
QY-0085,,634650,3882920,4050,,168,168,231CHNL,1896,-103.5230354,35.08007451
QY-0246,,609170,3889780,4110,,362,362,220ENRD,1897,-103.8015593,35.14500124
TB-0248,,404521,3674170,4694.08,T-04662 X,1093,1093,112QTBF,1898,-106.0244166,33.20219954
BW-0151,,381894,3668830,4075,,,,110ALVM,1899,-106.2664451,33.15180912
TO-0219,,404475,3848740,6100,,,,112QTBF,1900,-106.0439874,34.77637365
QY-0392,,639943,3906240,3940,,72,72,231CHNL,1901,-103.4610361,35.28955808
ED-0237,,574282,3580670,3152,,,,110ALVM,1902,-104.2104907,32.36051001
QY-0590,,600175,3834820,4700,,87,87,121OGLL,1903,-103.9068735,34.65042161
BW-0279,,408693,3650710,4550,,,272,110ALVM,1904,-105.977316,32.99097606
BW-0123,,407704,3696330,5630,,,235,,1905,-105.9925316,33.40232782
BC-0301,,376787,3892720,6985,,,350,,1906,-106.3530246,35.16988169
NM-26963,,373231,3911218,6023.7,RG-64529,200,200,325MDERU,1907,-106.3949174,35.33618751
QY-0183,,615557,3893850,4060,,367,367,110AVMB/220ENRD,1908,-103.7308888,35.18097854
EB-581,,415048,3928456,6596.47,RG-80808 X2,600,600,123GLST,1909,-105.9366476,35.49603243
AR-0028,,219814,4073190,5412.63,X,20,20,,1910,-108.1388536,36.7631162
SA-0120,3.35706E+14,226931,3760744,6896.26,RG-61150,170,170,112QTBF,1911,-107.9548064,33.95178511
LC-034,,400173,3937807,6092.49,X,6,6,,1912,-106.101779,35.57894696
EB-366,,401829,3943023,6339.7,Exempt,220,204,112ANCH,1913,-106.0841392,35.62613447
SD-0046,,395777,3856820,6333.06,X,,,325MDER,1914,-106.1400336,34.84837018
QU-076,,444555,4061736,7317.03,?,64,38,,1915,-105.6207188,36.69967488
ED-0202,,563030,3579050,3420,,,130,110ALVM/313CLBD,1916,-104.3301845,32.34658845
JM-054,,313070,3652465,4650.44,LRG-06228 S,150,150,,1917,-107.0007737,32.99459568
SA-0027,3.40225E+14,262990,3769593,7124.91,X,355,355,112QTBF,1918,-107.5673909,34.04025997
DA-0131,,286658,3544060,4390,,,390,,1919,-107.2587148,32.01258527
AR-0106,,242278,4091200,5824.66,X,,,,1920,-107.8936082,36.93163466
TO-0294,,401625,3853440,6190,,,757,112QTBF,1921,-106.0756801,34.8184785
WL-0047,,441201,4050251,7348.9,X,,,112QTBF,1922,-105.6573843,36.59594316
NM-26962,,366867,3907405,5983.3,RG-60465,320,320,221MRSN[RCAP],1923,-106.4643042,35.30098887
QY-0827,,630547,3850180,4760,,113,113,121OGLL,1924,-103.5731493,34.78547205
QY-0251,,614823,3888220,4300,,230,230,221MRSN/220ENRD,1925,-103.7397314,35.13030816
MI-0012,,458063,3890862,6106.59,,,120,300YESO,1926,-105.4604803,35.15980974
SD-0112,,393072,3869900,6560.97,X,88,88,325MDER,1927,-106.17129,34.96601455
EB-201,3.52846E+14,409910,3926671,6336.14,X,200,200,112ANCH/123ESPN,1928,-105.9930912,35.47948699
BW-0357,,408439,3632630,4155,,,200,110ALVM,1929,-105.9782393,32.82788781
PP-058,,439789,4005188,7454,X,20,20,110ALVM,1930,-105.6696758,36.18962419
QY-0227,,616686,3892300,4080,,92,92,110AVMB,1931,-103.7187114,35.16687486
TV-152,,441426,4022701,6973.25,RG-59563 X,1200,1200,122OJOC/121CHMT,1932,-105.652783,36.34760355
MI-0144,,505417,3934260,6864.42,,,110,211DKOT/217PRGR,1933,-104.9402422,35.55198594
SD-0055,,382070,3865590,7319.35,X,57,57,325MDER,1934,-106.2911697,34.92593694
ED-0061,,605011,3609970,3450,,,160,231DCKM,1935,-103.88066,32.62231096
DA-0103,,292781,3565150,4270,,,,,1936,-107.1984838,32.20384942
BC-0118,,376563,3876330,7078,,,,,1937,-106.3530402,35.02210206
QY-0413,,664500,3899180,4030,,21,21,231CHNL,1938,-103.1925037,35.22219274
QY-0120,,660061,3882150,3990,,123,123,231CHNL,1939,-103.2445582,35.06942016
BC-0307,,382034,3868180,7379,,,,,1940,-106.2919299,34.94928221
SM-0060,,438246,3645210,8165.51,PN-00807,600,510,300YESO,1941,-105.6606481,32.94344231
SO-0256,,314806,3728400,4476.8,X,77,77,,1942,-106.9977746,33.67940297
EB-367,,405580,3948470,6536.71,RG-57541,510,510,121TSUQs,1943,-106.0433605,35.67560464
MI-0212,,551880,3942825,4669.29,,,87,231SNRS,1944,-104.4270642,35.62786519
WL-0063,,348311,3885183,4959.83,X,,,110PTODC,1945,-106.6642328,35.09805199
SO-0224,,322556,3733134,4488.81,X,47,45,,1946,-106.9151609,33.72339977
